id_emplacement,code_emplacement,id_entrepot,zone,type_emplacement,actif,Volume (m3),Unnamed: 7,floor,position,full_code,x,y,z,dist_from_receipt,dist_from_expedition,total_distance
1366,B07-N2-sans zone,235,B07-N2,RESERVE,True,,,B07,N2-sans zone,B07-N2-sans zone,0,0,0,0,8,8
1379,B07-N3-A1,235,B07-N3,RESERVE,True,,,B07,N3-A1,B07-N3-A1,0,0,0,0,8,8
1392,B07-N3-A2,235,B07-N3,RESERVE,True,,,B07,N3-A2,B07-N3-A2,0,0,0,0,8,8
1347,B07-N3-A3,235,B07-N3,RESERVE,True,,,B07,N3-A3,B07-N3-A3,0,0,0,0,8,8
1316,B07-N3-A4,235,B07-N3,RESERVE,True,,,B07,N3-A4,B07-N3-A4,0,0,0,0,8,8
415,B07-N3-A5,235,B07-N3,RESERVE,True,,,B07,N3-A5,B07-N3-A5,0,0,0,0,8,8
1401,B07-N3-A6,235,B07-N3,RESERVE,True,,,B07,N3-A6,B07-N3-A6,0,0,0,0,8,8
1329,B07-N3-C1,235,B07-N3,RESERVE,True,,,B07,N3-C1,B07-N3-C1,0,0,0,0,8,8
1364,B07-N3-C10,235,B07-N3,RESERVE,True,,,B07,N3-C10,B07-N3-C10,0,0,0,0,8,8
1365,B07-N3-C11,235,B07-N3,RESERVE,True,,,B07,N3-C11,B07-N3-C11,0,0,0,0,8,8
873,B07-N3-C12,235,B07-N3,RESERVE,True,,,B07,N3-C12,B07-N3-C12,0,0,0,0,8,8
1380,B07-N3-C2,235,B07-N3,RESERVE,True,,,B07,N3-C2,B07-N3-C2,0,0,0,0,8,8
1337,B07-N3-C3,235,B07-N3,RESERVE,True,,,B07,N3-C3,B07-N3-C3,0,0,0,0,8,8
879,B07-N3-C4,235,B07-N3,RESERVE,True,,,B07,N3-C4,B07-N3-C4,0,0,0,0,8,8
872,B07-N3-C5,235,B07-N3,RESERVE,True,,,B07,N3-C5,B07-N3-C5,0,0,0,0,8,8
1394,B07-N3-C6,235,B07-N3,RESERVE,True,,,B07,N3-C6,B07-N3-C6,0,0,0,0,8,8
1395,B07-N3-C7,235,B07-N3,RESERVE,True,,,B07,N3-C7,B07-N3-C7,0,0,0,0,8,8
1381,B07-N3-C8,235,B07-N3,RESERVE,True,,,B07,N3-C8,B07-N3-C8,0,0,0,0,8,8
1382,B07-N3-C9,235,B07-N3,RESERVE,True,,,B07,N3-C9,B07-N3-C9,0,0,0,0,8,8
1383,B07-N3-E1,235,B07-N3,RESERVE,True,,,B07,N3-E1,B07-N3-E1,0,0,0,0,8,8
874,B07-N3-E2,235,B07-N3,RESERVE,True,,,B07,N3-E2,B07-N3-E2,0,0,0,0,8,8
417,B07-N3-E3,235,B07-N3,RESERVE,True,,,B07,N3-E3,B07-N3-E3,0,0,0,0,8,8
1097,B07-N3-E4,235,B07-N3,RESERVE,True,,,B07,N3-E4,B07-N3-E4,0,0,0,0,8,8
1339,B07-N3-E5,235,B07-N3,RESERVE,True,,,B07,N3-E5,B07-N3-E5,0,0,0,0,8,8
1396,B07-N3-E6,235,B07-N3,RESERVE,True,,,B07,N3-E6,B07-N3-E6,0,0,0,0,8,8
1384,B07-N3-E7,235,B07-N3,RESERVE,True,,,B07,N3-E7,B07-N3-E7,0,0,0,0,8,8
1385,B07-N3-E8,235,B07-N3,RESERVE,True,,,B07,N3-E8,B07-N3-E8,0,0,0,0,8,8
893,B07-N3-E9,235,B07-N3,RESERVE,True,,,B07,N3-E9,B07-N3-E9,0,0,0,0,8,8
1319,B07-N3-SOL,235,B07-N3,RESERVE,True,,,B07,N3-SOL,B07-N3-SOL,0,0,0,0,8,8
875,B07-N3-ST,235,B07-N3,RESERVE,True,,,B07,N3-ST,B07-N3-ST,0,0,0,0,8,8
1327,B07-N4-17,235,B07-N4,RESERVE,True,,,B07,N4-17,B07-N4-17,0,0,0,0,8,8
891,B07-N4-A1,235,B07-N4,RESERVE,True,,,B07,N4-A1,B07-N4-A1,0,0,0,0,8,8
1322,B07-N4-A2,235,B07-N4,RESERVE,True,,,B07,N4-A2,B07-N4-A2,0,0,0,0,8,8
892,B07-N4-A3,235,B07-N4,RESERVE,True,,,B07,N4-A3,B07-N4-A3,0,0,0,0,8,8
1349,B07-N4-A4,235,B07-N4,RESERVE,True,,,B07,N4-A4,B07-N4-A4,0,0,0,0,8,8
675,B07-N4-A5,235,B07-N4,RESERVE,True,,,B07,N4-A5,B07-N4-A5,0,0,0,0,8,8
868,B07-N4-A6,235,B07-N4,RESERVE,True,,,B07,N4-A6,B07-N4-A6,0,0,0,0,8,8
876,B07-N4-A7,235,B07-N4,RESERVE,True,,,B07,N4-A7,B07-N4-A7,0,0,0,0,8,8
676,B07-N4-C1,235,B07-N4,RESERVE,True,,,B07,N4-C1,B07-N4-C1,0,0,0,0,8,8
1096,B07-N4-C10,235,B07-N4,RESERVE,True,,,B07,N4-C10,B07-N4-C10,0,0,0,0,8,8
1362,B07-N4-C11,235,B07-N4,RESERVE,True,,,B07,N4-C11,B07-N4-C11,0,0,0,0,8,8
880,B07-N4-C12,235,B07-N4,RESERVE,True,,,B07,N4-C12,B07-N4-C12,0,0,0,0,8,8
1350,B07-N4-C2,235,B07-N4,RESERVE,True,,,B07,N4-C2,B07-N4-C2,0,0,0,0,8,8
869,B07-N4-C3,235,B07-N4,RESERVE,True,,,B07,N4-C3,B07-N4-C3,0,0,0,0,8,8
1328,B07-N4-C4,235,B07-N4,RESERVE,True,,,B07,N4-C4,B07-N4-C4,0,0,0,0,8,8
677,B07-N4-C5,235,B07-N4,RESERVE,True,,,B07,N4-C5,B07-N4-C5,0,0,0,0,8,8
870,B07-N4-C6,235,B07-N4,RESERVE,True,,,B07,N4-C6,B07-N4-C6,0,0,0,0,8,8
416,B07-N4-C7,235,B07-N4,RESERVE,True,,,B07,N4-C7,B07-N4-C7,0,0,0,0,8,8
1393,B07-N4-C8,235,B07-N4,RESERVE,True,,,B07,N4-C8,B07-N4-C8,0,0,0,0,8,8
1330,B07-N4-C9,235,B07-N4,RESERVE,True,,,B07,N4-C9,B07-N4-C9,0,0,0,0,8,8
1338,B07-N4-E1,235,B07-N4,RESERVE,True,,,B07,N4-E1,B07-N4-E1,0,0,0,0,8,8
1309,B07-N4-E10,235,B07-N4,RESERVE,True,,,B07,N4-E10,B07-N4-E10,0,0,0,0,8,8
1402,B07-N4-E11,235,B07-N4,RESERVE,True,,,B07,N4-E11,B07-N4-E11,0,0,0,0,8,8
1367,B07-N4-E12,235,B07-N4,RESERVE,True,,,B07,N4-E12,B07-N4-E12,0,0,0,0,8,8
1368,B07-N4-E13,235,B07-N4,RESERVE,True,,,B07,N4-E13,B07-N4-E13,0,0,0,0,8,8
877,B07-N4-E14,235,B07-N4,RESERVE,True,,,B07,N4-E14,B07-N4-E14,0,0,0,0,8,8
1340,B07-N4-E15,235,B07-N4,RESERVE,True,,,B07,N4-E15,B07-N4-E15,0,0,0,0,8,8
1348,B07-N4-E16,235,B07-N4,RESERVE,True,,,B07,N4-E16,B07-N4-E16,0,0,0,0,8,8
1310,B07-N4-E17,235,B07-N4,RESERVE,True,,,B07,N4-E17,B07-N4-E17,0,0,0,0,8,8
1300,B07-N4-E2,235,B07-N4,RESERVE,True,,,B07,N4-E2,B07-N4-E2,0,0,0,0,8,8
1363,B07-N4-E3,235,B07-N4,RESERVE,True,,,B07,N4-E3,B07-N4-E3,0,0,0,0,8,8
871,B07-N4-E4,235,B07-N4,RESERVE,True,,,B07,N4-E4,B07-N4-E4,0,0,0,0,8,8
1317,B07-N4-E5,235,B07-N4,RESERVE,True,,,B07,N4-E5,B07-N4-E5,0,0,0,0,8,8
1351,B07-N4-E6,235,B07-N4,RESERVE,True,,,B07,N4-E6,B07-N4-E6,0,0,0,0,8,8
881,B07-N4-E7,235,B07-N4,RESERVE,True,,,B07,N4-E7,B07-N4-E7,0,0,0,0,8,8
1318,B07-N4-E8,235,B07-N4,RESERVE,True,,,B07,N4-E8,B07-N4-E8,0,0,0,0,8,8
882,B07-N4-E9,235,B07-N4,RESERVE,True,,,B07,N4-E9,B07-N4-E9,0,0,0,0,8,8
1323,B07-N4-SOL,235,B07-N4,RESERVE,True,,,B07,N4-SOL,B07-N4-SOL,0,0,0,0,8,8
209,B6-00-02,235,B07,RESERVE,True,,,B6,00-02,B6-00-02,0,0,0,0,8,8
1311,B7-N0-Quai,235,B07-N0,EXPEDITION,True,,,B7,N0-Quai,B7-N0-Quai,0,0,0,0,8,8
1403,B7-00-0A,235,B07-N0,PICKING,True,,,B7,00-0A,B7-00-0A,0,0,0,0,8,8
1404,B7+1,235,B07-N1,RESERVE,True,,,,,B7+1,0,0,0,0,8,8
1405,B7-1,235,B07-SS,RESERVE,True,,,B7,1,B7-1,0,0,0,0,8,8
1406,B7+2,235,B07-N2,RESERVE,True,,,,,B7+2,0,0,0,0,8,8
